ID_NUM,GRADE_CDE,CRS_GPA
1718801,B+,3.30
1718801,C,2.00
1718801,C,2.00
1718801,A,4.00
1718801,B+,3.30
1718801,C+,2.30
1718801,C,2.00
1718801,B,3.00
1718804,A,4.00
1718804,A,4.00
1718804,A,4.00
1718804,B,3.00
1718804,B+,3.30
1718804,B+,3.30
1718804,B+,3.30
1718804,A-,3.70
1718804,B,3.00
1718804,B+,3.30
1718826,B-,2.70
1718826,F,0.00
1718826,D,1.00
1718826,F,0.00
1718826,C,2.00
1718826,C-,1.70
1718831,B,3.00
1718831,C,2.00
1718831,B-,2.70
1718831,A-,3.70
1718831,A,4.00
1718831,B,3.00
1718831,B,3.00
1718846,B,3.00
1718846,C-,1.70
1718846,B,3.00
1718846,C+,2.30
1718846,C,2.00
1718846,IN,0.00
1718846,C-,1.70
1718846,B,3.00
1718846,A-,3.70
1718846,B-,2.70
1718850,A,4.00
1718850,A-,3.70
1718850,A,4.00
1718850,A,4.00
1718850,A,4.00
1718850,A-,3.70
1718850,A,4.00
1718850,A-,3.70
1718850,A,4.00
1718850,A-,3.70
1718850,A,4.00
1718854,A,4.00
1718854,B-,2.70
1718854,C,2.00
1718854,A-,3.70
1718854,A-,3.70
1718854,A,4.00
1718854,A,4.00
1718854,A,4.00
1718854,A,4.00
1718858,B-,2.70
1718858,B,3.00
1718858,C,2.00
1718858,B+,3.30
1718858,C+,2.30
1718858,D,1.00
1718858,F,0.00
1718858,B-,2.70
1718858,B-,2.70
1718861,C,2.00
1718861,A,4.00
1718861,B-,2.70
1718861,A,4.00
1718861,B-,2.70
1718861,C,2.00
1718861,A,4.00
1718861,A-,3.70
1718861,A,4.00
1718861,C,2.00
1718861,C,2.00
1718874,A,4.00
1718874,A,4.00
1718874,A,4.00
1718874,A,4.00
1718874,A,4.00
1718874,A,4.00
1718874,A,4.00
1718874,A,4.00
1718874,A,4.00
1718874,A,4.00
1718874,A,4.00
1718874,A,4.00
1718875,A,4.00
1718875,A,4.00
1718875,A,4.00
1718875,A,4.00
1718875,A,4.00
1718875,A,4.00
1718875,B+,3.30
1718883,B+,3.30
1718883,A,4.00
1718883,B+,3.30
1718883,B,3.00
1718883,B,3.00
1718883,B-,2.70
1718883,B,3.00
1718883,B+,3.30
1718883,A,4.00
1718883,A,4.00
1718883,B,3.00
1718883,A,4.00
1718899,C,2.00
1718899,A-,3.70
1718899,B+,3.30
1718899,C,2.00
1718899,A-,3.70
1718899,A,4.00
1718899,A-,3.70
1718899,B,3.00
1718899,A,4.00
1718899,B+,3.30
1718911,A,4.00
1718911,A,4.00
1718911,A,4.00
1718911,A,4.00
1718911,A,4.00
1718918,A-,3.70
1718918,A,4.00
1718918,A,4.00
1718918,B+,3.30
1718918,A,4.00
1718918,A,4.00
1718918,A,4.00
1718918,A,4.00
1718918,B,3.00
1718918,B+,3.30
1718919,A,4.00
1718919,A,4.00
1718919,B+,3.30
1718919,A,4.00
1718919,A,4.00
1718919,A-,3.70
1718919,A,4.00
1718919,B+,3.30
1718919,A,4.00
1718919,A,4.00
1718924,F,0.00
1718924,B,3.00
1718924,B,3.00
1718924,F,0.00
1718924,D+,1.30
1718924,A,4.00
1718924,C+,2.30
1718924,C+,2.30
1718924,B-,2.70
1718924,B,3.00
1718924,C-,1.70
1718941,A,4.00
1718941,A-,3.70
1718941,A-,3.70
1718941,D,1.00
1718941,A-,3.70
1718941,C,2.00
1718941,B+,3.30
1718941,A,4.00
1718941,A,4.00
1718941,B,3.00
1718952,B,3.00
1718952,C,2.00
1718952,C+,2.30
1718952,C,2.00
1718952,C-,1.70
1718957,B,3.00
1718957,A,4.00
1718957,A,4.00
1718957,A,4.00
1718957,A,4.00
1718957,A,4.00
1718957,B-,2.70
1718957,A,4.00
1718957,A,4.00
1718957,A,4.00
1718973,A,4.00
1718973,A,4.00
1718973,A,4.00
1718973,C-,1.70
1718973,B+,3.30
1718973,B+,3.30
1718973,D+,1.30
1718973,C-,1.70
1718973,B+,3.30
1718973,A,4.00
1718980,A-,3.70
1718980,A-,3.70
1718980,B-,2.70
1718980,B+,3.30
1718980,B-,2.70
1718980,A-,3.70
1718980,A,4.00
1719001,A,4.00
1719001,A,4.00
1719001,A-,3.70
1719001,C-,1.70
1719001,C,2.00
1719001,A,4.00
1719001,B,3.00
1719001,C-,1.70
1719001,A-,3.70
1719001,A-,3.70
1719001,A,4.00
1719008,A,4.00
1719008,A,4.00
1719008,A,4.00
1719008,A,4.00
1719008,A,4.00
1719008,A-,3.70
1719008,A,4.00
1719008,A,4.00
1719008,A,4.00
1719008,A,4.00
1719008,A,4.00
1719011,A,4.00
1719011,A,4.00
1719011,A,4.00
1719011,A,4.00
1719011,A,4.00
1719011,A,4.00
1719011,A,4.00
1719011,A,4.00
1719011,A,4.00
1719011,A,4.00
1719011,A,4.00
1719011,A,4.00
1719012,C+,2.30
1719012,C,2.00
1719012,A,4.00
1719012,B-,2.70
1719012,C-,1.70
1719012,C-,1.70
1719012,B,3.00
1719012,B,3.00
1719012,A-,3.70
1719036,B-,2.70
1719036,B+,3.30
1719036,A,4.00
1719036,A,4.00
1719036,A,4.00
1719036,A-,3.70
1719036,A,4.00
1719036,A,4.00
1719038,A,4.00
1719038,A,4.00
1719038,A,4.00
1719038,A-,3.70
1719038,A,4.00
1719038,B,3.00
1719038,A,4.00
1719038,A,4.00
1719043,C,2.00
1719043,A-,3.70
1719043,C-,1.70
1719043,C+,2.30
1719043,B-,2.70
1719043,C,2.00
1719043,B,3.00
1719043,A,4.00
1719043,C,2.00
1719043,B+,3.30
1719043,A,4.00
1719043,A-,3.70
1719053,C+,2.30
1719053,F,0.00
1719053,F,0.00
1719053,D,1.00
1719053,C,2.00
1719059,A-,3.70
1719059,D-,0.70
1719059,F,0.00
1719059,B+,3.30
1719059,F,0.00
1719059,F,0.00
1719059,B+,3.30
1719059,A,4.00
1719059,A,4.00
1719059,A,4.00
1719078,A,4.00
1719078,A,4.00
1719078,A,4.00
1719078,C,2.00
1719078,A-,3.70
1719078,C+,2.30
1719078,A,4.00
1719078,B+,3.30
1719078,B,3.00
1719078,A-,3.70
1719082,A-,3.70
1719082,A,4.00
1719082,A,4.00
1719082,A-,3.70
1719082,B,3.00
1719082,A,4.00
1719082,A,4.00
1719082,A,4.00
1719082,C+,2.30
1719082,A-,3.70
1719082,A,4.00
1719087,A,4.00
1719087,B,3.00
1719087,A-,3.70
1719087,A,4.00
1719087,A-,3.70
1719087,A,4.00
1719087,A,4.00
1719087,B+,3.30
1719087,A,4.00
1719105,A,4.00
1719105,C,2.00
1719105,A,4.00
1719105,C,2.00
1719105,B,3.00
1719105,C+,2.30
1719105,A-,3.70
1719105,C-,1.70
1719105,C+,2.30
1719105,C-,1.70
1719105,B+,3.30
1719105,C,2.00
1719106,C,2.00
1719106,C,2.00
1719106,D,1.00
1719106,B,3.00
1719106,A,4.00
1719106,B-,2.70
1719106,A,4.00
1719106,A,4.00
1719106,B,3.00
1719106,C-,1.70
1719113,A,4.00
1719113,A-,3.70
1719113,A,4.00
1719113,A-,3.70
1719113,A,4.00
1719113,A,4.00
1719113,A,4.00
1719113,A,4.00
1719113,A,4.00
1719115,A,4.00
1719115,A-,3.70
1719115,A-,3.70
1719115,A,4.00
1719115,A,4.00
1719115,A,4.00
1719115,B,3.00
1719115,A,4.00
1719115,A,4.00
1719115,B,3.00
1719115,A,4.00
1719120,B-,2.70
1719120,A,4.00
1719120,D+,1.30
1719120,C+,2.30
1719120,F,0.00
1719120,B,3.00
1719120,D+,1.30
1719120,B,3.00
1719123,IN,0.00
1719123,IN,0.00
1719123,A,4.00
1719123,B+,3.30
1719123,A,4.00
1719123,A,4.00
1719123,A,4.00
1719123,A,4.00
1719123,A,4.00
1719123,IN,0.00
1719123,B,3.00
1719124,C,2.00
1719124,B,3.00
1719124,B-,2.70
1719124,B+,3.30
1719124,B,3.00
1719124,B,3.00
1719124,C-,1.70
1719124,C+,2.30
1719124,C+,2.30
1719124,B+,3.30
1719126,C-,1.70
1719126,B,3.00
1719126,B-,2.70
1719126,A,4.00
1719126,B-,2.70
1719126,C,2.00
1719126,B,3.00
1719126,B,3.00
1719128,A-,3.70
1719128,C,2.00
1719128,B,3.00
1719128,B+,3.30
1719128,C+,2.30
1719128,B,3.00
1719128,B+,3.30
1719128,A,4.00
1719128,B-,2.70
1719132,B,3.00
1719132,C,2.00
1719132,A,4.00
1719132,A-,3.70
1719132,A-,3.70
1719132,A,4.00
1719132,B,3.00
1719132,A,4.00
1719132,C+,2.30
1719132,A-,3.70
1719135,C,2.00
1719135,B,3.00
1719135,C,2.00
1719135,C,2.00
1719135,B-,2.70
1719135,C-,1.70
1719135,C,2.00
1719135,D-,0.70
1719135,B-,2.70
1719142,A,4.00
1719142,A,4.00
1719142,A,4.00
1719142,A,4.00
1719142,A,4.00
1719142,A,4.00
1719142,A,4.00
1719142,A,4.00
1719142,A,4.00
1719142,A,4.00
1719145,A,4.00
1719145,B,3.00
1719145,C+,2.30
1719145,B-,2.70
1719145,B+,3.30
1719145,C+,2.30
1719145,B,3.00
1719145,C+,2.30
1719145,C,2.00
1719145,B,3.00
1719145,A,4.00
1719145,B-,2.70
1719146,A,4.00
1719146,A,4.00
1719146,A,4.00
1719146,A,4.00
1719146,A,4.00
1719146,A,4.00
1719146,A,4.00
1719146,A,4.00
1719146,A,4.00
1719146,A,4.00
1719146,A,4.00
1719146,A,4.00
1719146,A,4.00
1719148,F,0.00
1719148,C,2.00
1719148,D+,1.30
1719148,B+,3.30
1719148,B-,2.70
1719148,C,2.00
1719148,A-,3.70
1719148,A-,3.70
1719148,A,4.00
1719148,B-,2.70
1719148,C+,2.30
1719148,B-,2.70
1719151,D+,1.30
1719151,A-,3.70
1719151,C,2.00
1719160,B,3.00
1719160,B+,3.30
1719160,A,4.00
1719160,A,4.00
1719160,A,4.00
1719162,A,4.00
1719162,A,4.00
1719162,A,4.00
1719162,A,4.00
1719162,A,4.00
1719162,A,4.00
1719162,A,4.00
1719162,A,4.00
1719175,A,4.00
1719175,A,4.00
1719175,A,4.00
1719175,A,4.00
1719175,A,4.00
1719175,A,4.00
1719175,A,4.00
1719175,A,4.00
1719175,A,4.00
1719175,A,4.00
1719515,A,4.00
1719515,A-,3.70
1719515,A-,3.70
1719515,A,4.00
1719515,B+,3.30
1719515,A,4.00
1719515,B,3.00
1719515,A,4.00
1719515,IN,0.00
1719515,A,4.00
1719515,A,4.00
1719515,A,4.00
1719515,B+,3.30
1719515,A,4.00
1719515,A,4.00
1719515,A-,3.70
1719515,A,4.00
1719517,A,4.00
1719517,B+,3.30
1719517,A,4.00
1719517,A,4.00
1719517,A,4.00
1719517,A,4.00
1719517,B,3.00
1719517,A-,3.70
1719517,C+,2.30
1719517,B,3.00
1719517,A-,3.70
1719517,A,4.00
1719517,B+,3.30
1719518,B,3.00
1719518,A-,3.70
1719518,A,4.00
1719518,A,4.00
1719518,B+,3.30
1719518,A,4.00
1719518,B+,3.30
1719518,A-,3.70
1719518,A-,3.70
1719518,D+,1.30
1719519,A-,3.70
1719519,B,3.00
1719519,A,4.00
1719519,B+,3.30
1719519,A,4.00
1719519,A-,3.70
1719519,A,4.00
1719519,B+,3.30
1719519,A,4.00
1719519,A-,3.70
1719523,A,4.00
1719523,A,4.00
1719523,A,4.00
1719523,A,4.00
1719523,A,4.00
1719523,A,4.00
1719523,A,4.00
1719523,A,4.00
1719523,A,4.00
1719523,A,4.00
1719524,A,4.00
1719524,B,3.00
1719524,A-,3.70
1719524,B,3.00
1719524,A-,3.70
1719524,A,4.00
1719524,A-,3.70
1719524,B+,3.30
1719524,A,4.00
1719524,C-,1.70
1719524,C,2.00
1719533,B,3.00
1719533,A-,3.70
1719533,B+,3.30
1719533,A-,3.70
1719533,B-,2.70
1719533,A,4.00
1719533,C+,2.30
1719533,A,4.00
1719533,A,4.00
1719533,A,4.00
1719539,A,4.00
1719539,A,4.00
1719539,A,4.00
1719539,A,4.00
1719539,A-,3.70
1719539,A-,3.70
1719539,A,4.00
1719539,A,4.00
1719539,C,2.00
1719544,A,4.00
1719544,A,4.00
1719544,A,4.00
1719544,A,4.00
1719544,A,4.00
1719544,A,4.00
1719544,A,4.00
1719544,A,4.00
1719544,A,4.00
1719544,A,4.00
1719544,A-,3.70
1719544,A,4.00
1719544,A,4.00
1719554,A-,3.70
1719554,D,1.00
1719554,D,1.00
1719554,A,4.00
1719554,D,1.00
1719554,C-,1.70
1719556,B+,3.30
1719556,F,0.00
1719556,C,2.00
1719556,B-,2.70
1719556,B-,2.70
1719556,B-,2.70
1719556,B-,2.70
1719556,B-,2.70
1719556,C+,2.30
1719556,D,1.00
1719556,C,2.00
1719560,A-,3.70
1719560,A,4.00
1719560,A,4.00
1719560,A,4.00
1719560,A,4.00
1719560,A,4.00
1719560,A,4.00
1719560,A,4.00
1719560,A,4.00
1719567,B-,2.70
1719567,C-,1.70
1719567,B,3.00
1719567,C-,1.70
1719579,A,4.00
1719579,A,4.00
1719579,A,4.00
1719579,A,4.00
1719579,A,4.00
1719579,A,4.00
1719579,A,4.00
1719579,A,4.00
1719579,A,4.00
1719579,A,4.00
1719579,A,4.00
1719579,A,4.00
1719580,C+,2.30
1719580,B,3.00
1719580,B-,2.70
1719580,B+,3.30
1719580,A-,3.70
1719580,A,4.00
1719580,B+,3.30
1719580,B,3.00
1719580,A,4.00
1719580,A,4.00
1719580,B+,3.30
1719594,A,4.00
1719594,A,4.00
1719594,A,4.00
1719594,A,4.00
1719594,A,4.00
1719594,A,4.00
1719594,A,4.00
1719594,A,4.00
1719594,A,4.00
1719594,A,4.00
1719594,A,4.00
1719594,A,4.00
1719595,A-,3.70
1719595,A,4.00
1719595,A-,3.70
1719595,A,4.00
1719595,C+,2.30
1719595,A,4.00
1719595,B-,2.70
1719595,A,4.00
1719595,B,3.00
1719595,A,4.00
1719595,A,4.00
1719595,A-,3.70
1719603,A,4.00
1719603,C,2.00
1719603,A,4.00
1719603,A,4.00
1719603,A-,3.70
1719603,A,4.00
1719603,A,4.00
1719603,A,4.00
1719603,A-,3.70
1719603,A,4.00
1719614,A,4.00
1719614,A,4.00
1719614,A,4.00
1719614,A,4.00
1719614,B,3.00
1719614,B,3.00
1719614,A,4.00
1719614,B,3.00
1719614,B+,3.30
1719614,A,4.00
1719614,A-,3.70
1719614,A-,3.70
1719617,A-,3.70
1719617,C,2.00
1719617,D-,0.70
1719617,A-,3.70
1719617,A,4.00
1719617,B,3.00
1719617,A,4.00
1719617,C+,2.30
1719617,C+,2.30
1719617,B-,2.70
1719617,A,4.00
1719617,B-,2.70
1719617,B,3.00
1719617,C+,2.30
1719620,F,0.00
1719621,A,4.00
1719621,A-,3.70
1719621,A,4.00
1719621,A,4.00
1719621,A,4.00
1719621,A,4.00
1719621,A-,3.70
1719621,A,4.00
1719621,B+,3.30
1719621,A,4.00
1719635,F,0.00
1719635,F,0.00
1719635,F,0.00
1719635,F,0.00
1719635,A,4.00
1719635,F,0.00
1719635,A,4.00
1719635,F,0.00
1719640,A,4.00
1719640,C-,1.70
1719640,A-,3.70
1719640,A,4.00
1719640,B+,3.30
1719640,A,4.00
1719640,A,4.00
1719640,B,3.00
1719640,A,4.00
1719640,A-,3.70
1719646,A-,3.70
1719646,A-,3.70
1719646,B-,2.70
1719646,A,4.00
1719646,A,4.00
1719646,A,4.00
1719646,A-,3.70
1719646,B+,3.30
1719646,B,3.00
1719651,A-,3.70
1719651,A,4.00
1719651,A,4.00
1719651,A,4.00
1719651,A,4.00
1719651,A,4.00
1719651,A,4.00
1719651,A,4.00
1719651,A,4.00
1719654,A,4.00
1719654,A,4.00
1719654,A,4.00
1719654,A,4.00
1719654,A,4.00
1719654,A,4.00
1719654,A,4.00
1719654,A,4.00
1719654,A,4.00
1719654,A,4.00
1719654,A,4.00
1719654,A,4.00
1719654,A,4.00
1719654,A,4.00
1719654,A,4.00
1719654,A,4.00
1719654,A,4.00
1719666,B,3.00
1719666,A,4.00
1719666,A,4.00
1719666,A-,3.70
1719666,A,4.00
1719666,A,4.00
1719666,B,3.00
1719666,B-,2.70
1719666,A,4.00
1719666,B,3.00
1719671,C-,1.70
1719671,B+,3.30
1719671,C+,2.30
1719671,A,4.00
1719671,A,4.00
1719671,C+,2.30
1719671,B,3.00
1719671,A,4.00
1719671,A,4.00
1719671,B+,3.30
1719680,B-,2.70
1719680,A,4.00
1719680,A,4.00
1719680,A,4.00
1719680,A,4.00
1719680,A,4.00
1719680,A,4.00
1719680,A,4.00
1719680,A,4.00
1719680,A,4.00
1719680,A,4.00
1719680,A-,3.70
1719680,A,4.00
1719680,A,4.00
1719687,A-,3.70
1719687,A,4.00
1719687,A,4.00
1719687,A,4.00
1719687,A,4.00
1719687,A,4.00
1719687,B,3.00
1719687,A,4.00
1719687,A-,3.70
1719687,A-,3.70
1719687,A-,3.70
1719688,A,4.00
1719688,A,4.00
1719688,A,4.00
1719688,A,4.00
1719688,A,4.00
1719688,A,4.00
1719688,A,4.00
1719688,A,4.00
1719688,A-,3.70
1719688,A,4.00
1719688,A,4.00
1719689,A,4.00
1719689,B,3.00
1719689,A,4.00
1719689,A,4.00
1719689,A,4.00
1719689,B-,2.70
1719689,A,4.00
1719689,A-,3.70
1719689,B,3.00
1719689,B,3.00
1719689,A,4.00
1719710,B+,3.30
1719710,D,1.00
1719710,B+,3.30
1719710,A-,3.70
1719710,A,4.00
1719710,A,4.00
1719710,A,4.00
1719710,A,4.00
1719710,B+,3.30
1719710,A,4.00
1719723,A-,3.70
1719723,A,4.00
1719723,A,4.00
1719723,A-,3.70
1719723,A,4.00
1719723,A,4.00
1719723,A,4.00
1719723,A,4.00
1719723,A,4.00
1719723,A,4.00
1719723,A,4.00
1719723,B+,3.30
1719723,A,4.00
1719723,A,4.00
1719723,A,4.00
1719725,A,4.00
1719725,A,4.00
1719725,A,4.00
1719725,A,4.00
1719725,A,4.00
1719725,A,4.00
1719725,A,4.00
1719725,B+,3.30
1719725,B,3.00
1719725,A,0.00
1719759,A-,3.70
1719759,B-,2.70
1719759,A-,3.70
1719759,A-,3.70
1719759,A-,3.70
1719759,B,3.00
1719759,A-,3.70
1719759,B,3.00
1719759,B,3.00
1719759,B,3.00
1719759,A,4.00
1719761,A,4.00
1719761,B+,3.30
1719761,A-,3.70
1719761,A,4.00
1719761,A,4.00
1719761,A,4.00
1719761,B+,3.30
1719761,A,4.00
1719761,A,4.00
1719761,A,4.00
1719767,A-,3.70
1719767,A,4.00
1719767,A,4.00
1719767,A-,3.70
1719767,A-,3.70
1719767,B,3.00
1719767,B,3.00
1719767,A,4.00
1719767,A,4.00
1719767,A,4.00
1719770,B+,3.30
1719770,A-,3.70
1719770,A,4.00
1719770,B,3.00
1719770,A,4.00
1719770,A,4.00
1719770,A,4.00
1719770,B+,3.30
1719770,A,4.00
1719770,B,3.00
1719770,A,4.00
1719770,B-,2.70
1719788,B+,3.30
1719788,A,4.00
1719788,A,4.00
1719788,C+,2.30
1719788,A-,3.70
1719788,A,4.00
1719788,A,4.00
1719788,B,3.00
1719788,A,4.00
1719788,A,4.00
1719788,B+,3.30
1719788,A,4.00
1719794,B,3.00
1719794,C-,1.70
1719794,A-,3.70
1719794,C+,2.30
1719794,B,3.00
1719794,A-,3.70
1719794,A-,3.70
1719794,C-,1.70
1719794,C,2.00
1719794,C,2.00
1719794,C,2.00
1719794,B+,3.30
1719812,A-,3.70
1719812,A,4.00
1719812,A,4.00
1719812,A,4.00
1719812,B,3.00
1719812,A-,3.70
1719812,B-,2.70
1719812,B+,3.30
1719812,A,4.00
1719812,A-,3.70
1719817,A,4.00
1719817,A,4.00
1719817,A-,3.70
1719817,A,4.00
1719817,A,4.00
1719817,A,4.00
1719817,A,4.00
1719817,A-,3.70
1719817,A,4.00
1719817,B,3.00
1719817,A,4.00
1719841,B,3.00
1719841,A,4.00
1719841,A-,3.70
1719841,B+,3.30
1719841,A,4.00
1719841,B+,3.30
1719841,A-,3.70
1719841,B+,3.30
1719841,B+,3.30
1719841,A-,3.70
1719841,A,4.00
1719841,A,4.00
1719879,B+,3.30
1719879,F,0.00
1719879,A-,3.70
1719879,C,2.00
1719879,A-,3.70
1719879,C+,2.30
1719879,B-,2.70
1719879,C,2.00
1719879,C,2.00
1719888,B+,3.30
1719888,A,4.00
1719888,F,0.00
1719888,B,3.00
1719888,D+,1.30
1719888,A,4.00
1719888,A,4.00
1719888,A,4.00
1719888,A-,3.70
1719890,A,4.00
1719890,B,3.00
1719890,A,4.00
1719890,A,4.00
1719890,A,4.00
1719890,A,4.00
1719890,B+,3.30
1719890,A-,3.70
1719890,A-,3.70
1719899,A,4.00
1719899,A,4.00
1719899,A-,3.70
1719899,B,3.00
1719899,B+,3.30
1719899,A,4.00
1719899,A,4.00
1719899,B,3.00
1719899,A-,3.70
1719899,A-,3.70
1719904,C-,1.70
1719904,B-,2.70
1719904,A-,3.70
1719904,A-,3.70
1719904,B+,3.30
1719904,C-,1.70
1719904,C-,1.70
1719904,B-,2.70
1719916,A-,3.70
1719916,A,4.00
1719916,B-,2.70
1719916,A-,3.70
1719916,A-,3.70
1719916,F,0.00
1719916,F,0.00
1719916,A-,3.70
1719916,B+,3.30
1719916,C,2.00
1719916,C,2.00
1719916,C,2.00
1719925,C,2.00
1719925,F,0.00
1719925,C,2.00
1719925,F,0.00
1719925,F,0.00
1719925,F,0.00
1719925,C+,2.30
1719925,D-,0.70
1719925,B-,2.70
1719925,C,2.00
1719931,B,3.00
1719931,A,4.00
1719931,C+,2.30
1719931,B-,2.70
1719931,B,3.00
1719931,B,3.00
1719931,B+,3.30
1719931,C+,2.30
1719931,A-,3.70
1719931,B+,3.30
1719957,B-,2.70
1719957,A,4.00
1719957,B+,3.30
1719957,A-,3.70
1719957,B,3.00
1719957,A-,3.70
1719957,B+,3.30
1719957,A-,3.70
1719957,A-,3.70
1719957,B,3.00
1719957,A,4.00
1719978,B+,3.30
1719978,B,3.00
1719978,B,3.00
1719978,B,3.00
1719978,C+,2.30
1719978,A,4.00
1719978,A,4.00
1719978,A,4.00
1719978,B,3.00
1719978,B+,3.30
1719978,A-,3.70
1719978,A,4.00
1719993,A,4.00
1719993,A,4.00
1719993,A,4.00
1719993,A,4.00
1719993,A,4.00
1719993,A,4.00
1719993,A,4.00
1719993,A,4.00
1719993,A,4.00
1719993,A,4.00
1719993,A,4.00
1719999,A,4.00
1719999,A,4.00
1719999,A,4.00
1719999,A,4.00
1719999,A,4.00
1719999,A,4.00
1719999,A,4.00
1719999,B+,3.30
1719999,A,4.00
1719999,B+,3.30
1720036,F,0.00
1720036,F,0.00
1720036,F,0.00
1720036,F,0.00
1720039,A,4.00
1720039,A,4.00
1720039,A,4.00
1720039,A,4.00
1720039,A-,3.70
1720039,A,4.00
1720039,A,4.00
1720039,B,3.00
1720039,B,3.00
1720039,B,3.00
1720039,A,4.00
1720047,A,4.00
1720047,A,4.00
1720047,A,4.00
1720047,A,4.00
1720047,A,4.00
1720047,A,4.00
1720047,A,4.00
1720047,A,4.00
1720047,A,4.00
1720047,A,4.00
1720047,A,4.00
1720059,A,4.00
1720059,A,4.00
1720059,A,4.00
1720059,B,3.00
1720059,B-,2.70
1720059,A,4.00
1720059,B+,3.30
1720059,B,3.00
1720059,A,4.00
1720059,B,3.00
1720063,A,4.00
1720063,B-,2.70
1720063,C,2.00
1720063,C,2.00
1720063,A-,3.70
1720063,A,4.00
1720063,C+,2.30
1720063,B-,2.70
1720063,C-,1.70
1720086,F,0.00
1720086,C,2.00
1720086,C-,1.70
1720086,D,1.00
1720086,C,2.00
1720086,C-,1.70
1720086,F,0.00
1720086,C,2.00
1720086,C+,2.30
1720086,D+,1.30
1720089,B+,3.30
1720089,A-,3.70
1720089,B,3.00
1720089,B+,3.30
1720089,A,4.00
1720089,B+,3.30
1720089,A-,3.70
1720089,B+,3.30
1720089,A-,3.70
1720089,A,4.00
1720089,C+,2.30
1720089,A,4.00
1720093,A,4.00
1720093,A,4.00
1720093,A,4.00
1720093,A,4.00
1720093,A-,3.70
1720093,A,4.00
1720093,A,4.00
1720093,A,4.00
1720093,A,4.00
1720101,B-,2.70
1720101,A,4.00
1720101,B,3.00
1720101,A-,3.70
1720101,A,4.00
1720101,A-,3.70
1720101,A,4.00
1720101,B-,2.70
1720101,B+,3.30
1720101,D,1.00
1720119,B+,3.30
1720119,B,3.00
1720119,B,3.00
1720119,B-,2.70
1720119,B+,3.30
1720119,A,4.00
1720119,C,2.00
1720119,B+,3.30
1720119,A,4.00
1720119,C,2.00
1720131,B-,2.70
1720131,A,4.00
1720131,A,4.00
1720131,A-,3.70
1720131,A-,3.70
1720131,A,4.00
1720131,B,3.00
1720131,A,4.00
1720131,A,4.00
1720131,A-,3.70
1720143,B,3.00
1720143,A,4.00
1720143,C,2.00
1720143,B,3.00
1720143,D,1.00
1720143,A,4.00
1720143,C+,2.30
1720143,B-,2.70
1720143,A-,3.70
1720143,A,4.00
1720161,B-,2.70
1720161,B,3.00
1720161,C-,1.70
1720161,D,1.00
1720161,C,2.00
1720161,F,0.00
1720161,B-,2.70
1720161,C,2.00
1720161,C,2.00
1720176,A,4.00
1720176,A-,3.70
1720176,B+,3.30
1720176,A,4.00
1720176,B,3.00
1720176,A,4.00
1720176,A-,3.70
1720176,A-,3.70
1720176,B+,3.30
1720176,B+,3.30
1720178,A,4.00
1720178,A-,3.70
1720178,A,4.00
1720178,A,4.00
1720178,A,4.00
1720178,B+,3.30
1720178,A,4.00
1720178,A-,3.70
1720178,A-,3.70
1720178,A,4.00
1720178,A,4.00
1720178,A,4.00
1720180,C,2.00
1720180,B+,3.30
1720180,B+,3.30
1720180,A,4.00
1720180,C-,1.70
1720180,B,3.00
1720180,C,2.00
1720180,A-,3.70
1720180,A-,3.70
1720209,A,4.00
1720209,A,4.00
1720209,A,4.00
1720209,A,4.00
1720209,A,4.00
1720209,A,4.00
1720209,A,4.00
1720209,A,4.00
1720209,A,4.00
1720209,A,4.00
1720209,A,4.00
1720209,A,4.00
1720214,A-,3.70
1720214,B-,2.70
1720214,D,1.00
1720214,B,3.00
1720214,B-,2.70
1720214,A,4.00
1720214,B,3.00
1720214,A,4.00
1720214,A,4.00
1720214,B+,3.30
1720214,B+,3.30
1720214,A,4.00
1720219,A-,3.70
1720219,A-,3.70
1720219,B-,2.70
1720219,B+,3.30
1720219,A-,3.70
1720219,A-,3.70
1720219,A-,3.70
1720219,A-,3.70
1720219,A,4.00
1720219,A,4.00
1720243,A,4.00
1720243,A,4.00
1720243,A,4.00
1720243,A-,3.70
1720243,A,4.00
1720243,A,4.00
1720243,A,4.00
1720243,A,4.00
1720255,A-,3.70
1720255,A,4.00
1720255,C+,2.30
1720255,F,0.00
1720255,A-,3.70
1720255,B+,3.30
1720255,A,4.00
1720255,C,2.00
1720255,B-,2.70
1720265,D,1.00
1720265,F,0.00
1720265,F,0.00
1720265,F,0.00
1720278,A-,3.70
1720278,A,4.00
1720278,A,4.00
1720278,A-,3.70
1720278,B,3.00
1720278,A,4.00
1720278,A,4.00
1720278,A,4.00
1720278,A-,3.70
1720278,A-,3.70
1720278,A,4.00
1720278,A,4.00
1720289,A,4.00
1720289,A,4.00
1720289,A,4.00
1720289,A,4.00
1720289,B+,3.30
1720289,A,4.00
1720289,A,4.00
1720289,A,4.00
1720289,A,4.00
1720302,A-,3.70
1720302,A-,3.70
1720302,A,4.00
1720302,A,4.00
1720302,A-,3.70
1720302,A-,3.70
1720302,C-,1.70
1720302,A,4.00
1720302,B-,2.70
1720302,B+,3.30
1720302,A-,3.70
1720302,A-,3.70
1720302,A,4.00
1720313,A-,3.70
1720313,B,3.00
1720313,C-,1.70
1720313,C+,2.30
1720313,A,4.00
1720313,B-,2.70
1720313,A,4.00
